root_id,root_type,description,Meaning
2059,S,astic,"pertaining to, having the nature of"
2060,R,"peal, pel, pell, pelt, puls, pult","push, strike, beat, drive, force, call; toss, hurl"
2063,R,"abl, abil, ad, habil, habil(i), habit, hibit, vend","suitable, fit, dwell; have, hold, handy, handle"
2064,R,ana,"back, up, again, throughout"
3936,R,"bilg(e), budg, bulg(e)","leather bag, pouch, ship's hull"
2068,R,"ol, ole, oil, olive",oil
2070,R,hyster,"uterus, womb"
2071,R,"putr, putre","rotten, stinking, decaying"
2073,S,el,"a, nature of, state of, like, pertaining to, one who, that which"
2074,R,ren,kidney or kidneys
2076,R,"pur, pus",fluid from infected tissue
2077,R,"suad(e), suag(e), suas, suav, suav(e)","delightful, sweet; advise, recommend, urge, make sweet"
2078,R,virgin,"maiden, virgin, young woman"
2079,R,"castl, chat, chester, cester","refuge, stronghold, fortified place, camp"
2080,S,eau,"characteristic of, pertaining to, that which"
2081,S,etto,diminutive (makes something smaller)
2083,R,"bor, bourg, burg, burg(l)",fortified place
2084,S,eois,"composed of, of the nature of, like"
2086,R,ceit,"take, accept, obtain, grasp mentally"
3584,R,"gaud, jew, joic, joic(e), joy","rejoice, be glad"
3908,R,"drac, dracon, drag, rank","dragon, snake, serpent, severe, harsh"
2090,S,ia,"condition of, act of, state of, that which"
2091,R,"schol, school","leisure, learned discussion, school"
2092,R,"san, san(e), sanit, sanitat","healthy, sound; health"
2094,R,god,"supreme being, deity"
2097,R,cour,"heart, bravery"
2098,R,rest,"stay put, stand still, remain; place of repose"
2101,S,ition,"act of, state of, process of, that which"
2102,R,"glut, glutt","swallow, gulp down"
2105,R,hes,"stick, cling, hold fast"
2106,P,pro,"away, forth from its place, beyond"
2107,R,glaci,ice
3513,P,rap,again
2109,R,coloss,"gigantic, enormous, huge"
2111,R,"crat, cracy",rule
2113,R,"orn, orn(a), ornat, ornat(e)","decorate, beautify, arrange"
2114,R,"sol, solet","to be in the habit of, be accustomed, used to"
2115,R,ambrosi(a),food of the gods
2117,R,tar,overcoming
2118,R,"ard, arid, ars","burn, be on fire; dry"
2120,R,"ang(u), anxi","narrow; to choke, distress, torment; worried, uneasy"
2122,R,nurt,"nourish, foster"
2123,R,"min, mon(t)","lean forward, project, jut out, threaten"
2124,R,"rhea, rheo, rheum, rhythm, rhym(e)","measured motion, time, order, flow, stream"
2127,R,"agog, agogue, agon, axi","leading, draw forth, struggle, contest, conflict, worth, worthy"
2128,R,"indulg, indulg(e)","be lenient, accede"
2130,R,"costum, custom","become used to, form a habit of"
2131,R,"apt, ept","suitable, fit, attached"
2133,S,aneous,"composed of, nature of, state of, like"
2134,R,"pat, spac","distance, area, expanse, move beyond"
2135,R,skept,"examine, consider"
2136,P,suc,"next to, after, up to"
2137,R,"electr, electro",amber
2138,S,ode,way
3998,R,vitr,glass
2141,S,etor,a person who
2145,R,"frant, fren, fren(z), phren, phreno","brain disease, delirium; mind, brain"
2147,R,"fiche, fix, fixt, fy","fasten, nail, secure, attach, clasp, pierce, stare at"
2148,S,ably,"able, can do in a certain way, manner of"
4267,R,"ur, urin","urine, compound found in urine"
2152,R,"fulg, fulmin","shine, flash, lightning"
2155,R,"treach, tric, tric(k), trig(u), trig(ue)","play tricks, entangle, make difficulties"
2154,R,phragm,"fence, wall off, stop up; obstruction"
2156,R,"car, choir, chor, chore(o)","choir, round dance, singers, choral dance"
2157,R,allocat,"to assign, place towards"
2159,R,aul,"tube, pipe"
2162,R,"tribul, trim, trit","rub, thresh, grind, wear away, oppress, afflict, damage"
2163,R,opal,opal
2165,R,"gyr, gyro","ring, circle; turning, spinning, whirling, bend, circular motion"
2166,R,"sparag, spars(e), spers, spers(e)","scatter, besprinkle, spew"
2167,R,"bill, boil, budg, bull","bubble, boil, stir, round object, sealed document, official paper"
2168,R,"cant, cent, chant, charm, shant","sing, singing, song, hymn, spell, poem"
3569,S,"itur, iture","pertaining to, that which"
2172,R,"morat, mur, mur(e)","delay, stay behind"
2173,R,"irid, iris",rainbow; iris (colored circle of the eye)
2174,S,escent,"becoming; to be somewhat, resembling"
2176,S,ibility,"state or condition; ability to be, worthy of"
2177,R,"claustr(o), clos, clos(e), cloist",shut or close
2179,R,"pass, pat","suffer, endure, tolerate, experience"
3674,S,ionist,one who
2183,R,"cov, cup, cup(er)","take, hold, grasp"
2185,R,greg,"flock, herd"
2186,R,"pol, pul(l)","axis of a sphere, pivot"
2187,R,"cond, cond(i), sconc(e)","hide, put away, preserve, season, construct"
4266,R,gemin,twins
2190,S,urn,"quality of, resembling"
2192,R,lachrym,tears
2194,R,"prob, probat, prob(e), proof, prov","prove, test, approve, assent to"
2196,R,dour,"hard, harsh"
2198,R,"mon, mun, mun(i), muner","common, public, share, duty, service, gift, function"
2201,R,"fastidi, tedi","repulsion, irksome, squeamishness, weariness, ennui"
2200,R,phalanx,"battle formation, battle array"
2202,R,"age, amp, eem, emi, empl, empt, prompt, ransom","buy, buy back, take, taken out, gain, ready, reward"
2203,R,"fanc, fant, phan, phant, phas, phat, pheno","cause to appear, show, visible, imagination, apparition"
3930,S,onable,"deserving to be, worthy of, quality of"
2206,R,"pest, pist","beat, pound"
2207,R,my,to shut
2209,R,scrut,"probe, examine"
3563,R,tal,"inclination, balance"
2211,R,delir,"crazy, deranged"
2212,R,"tend, tendr","delicate, soft, young"
2213,R,rav,"snatch, grab, seize"
2214,S,en,state or quality
2215,R,"chord, cord","gut string, the string of a lyre"
2216,R,"luster, lustr","illuminate, purify, brighten"
2217,R,"rap, rapt, rav, rept, rp","snatch, grab, seize; hasty, swift"
2218,R,"jeal, zeal","ardor, eager rivalry, fierceness"
2219,R,"scandal, sland","trap, snare, stumbling block, offense"
2220,S,metry,measure
2223,R,"corollar, coron, crown","crown, wreath, garland, gratuity"
2224,R,"alchem, chem",the art of combining base metals
2227,S,ur,"shows actions or results, that which"
2229,R,"rad(e), ras, ras(c), raz(e)","scrape, scratch"
2230,S,ary,"a, that which or one who  does something; place for"
2231,S,encies,states or conditions
2232,R,"pi, piat, piet, pit, pit(t), pit(i)","atone, devoted, upright, faithful, dutiful conduct, tenderness"
2233,S,ic(o),"like, pertaining to, characterized by"
2235,R,"minist, minstr","to serve, act as a servant"
2237,R,"faint, feign, feint, fict, fig","pretend, invent, forge, shape; form"
2239,R,"filt(e)r, filtr","filter, piece of felt"
2240,R,"eth, ether","upper air, clear sky"
2241,S,eal,"like, pertaining to"
2246,R,"scintill, stencil, tinsel","spark, glittering spot"
2247,R,"garr, gur, gust","talk, chatter, blab"
2248,R,"stern, strat, stray, street","spread out, layer, strew, extend, throw, pave, lie flat"
2249,P,ab,"to, toward, near, at"
2250,R,"cit, citat, cit(e)","set in motion, speak, quote, summon"
2251,R,etym,true sense of a word
2255,R,"seas, semin","seed, time for planting"
2256,R,nic,to not know
2258,R,"vot, vout","vow, pledge, promise"
2259,S,atic,"like, pertaining to, characterized by"
2261,R,"hier, hiero","holy, holy, holy"
2263,R,intellig,"to understand, learn by reading"
3642,S,ments,those which
2267,R,"tol, toler","to raise, carry; bear, endure"
2269,R,idio,"own, personal, private"
2270,R,sem,sign
2271,R,vernacul,"of home-born slaves, native"
2274,R,"satur, saturn",Saturn
4002,R,bureau,"desk, cloth covering for a desk"
2277,R,"ter, terr,  terr(i)","scare, frighten"
2278,R,"fail, fall, fals, fault, faux","trick, deceive, be in error"
2280,R,"caval, chival(r)","horse, mount"
2281,R,scen,"stage, tent"
2282,S,ario,"pertain to, that which"
2284,S,oso,"state, process, condition"
2285,R,"sal, sals, sauc, saus ",salt
2286,R,"cross, cruci, cru(s), crux",cross
3640,P,tres,beyond
2289,R,luxur,"soft-living, sumptuousness"
2290,S,iate,to make or do
2292,R,"dam, damnat, demn","loss, penalty, injury; declare guilty"
2293,R,habitat,dwell
2294,S,izing,"result of, quality of"
2296,R,"fer, fierc","wild, savage, cruel"
2298,R,"cov, cub, cumb","lie down, lie asleep, recline at a table, rest, go to sleep"
2299,R,"strap, strep, strop, stroph","turn, twist, twine"
2300,R,"oint, preen, unct","smear with oil, anoint, prune"
2301,R,viscer,"entrails, internal organs"
2302,R,"fad, fatu","foolish, silly, insipid, become weak"
2303,R,lugubri,"mourn, lament, bewail"
2304,R,"mor, mor(e), moro(n)","feeble, sluggish, dull, stupid, foolish"
2305,R,"simil, simil(e)",like
2307,S,orious,"to, to be"
2310,R,"meddl(e), mel, mixt, misc, misc(e), misce(ll)","blend, mingle, mix"
2313,R,"peop, popul, pub, publ, puebl","people, common people"
2314,S,ities,having qualities of
2315,P,pol,"forth, before"
2316,R,lut,"mud, dirt, filth"
2317,R,mor,"custom, habit, manner, humor"
2318,R,"emper, empir(e), imper, imperat","command, provide leadership"
2319,R,"cori, courg","hide, leather, skin; thong, shoelace"
2320,S,ivator,something that performs a specific action
2324,R,lin(i),"to smear, anoint"
2325,R,tal,ankle
2327,R,muse,"to meditate, ponder"
2328,S,d,having a particular state or thing
2332,R,succ,juice
2334,R,rauc,"harsh, hoarse"
2335,R,sardon,bitter or scornful laughter
2336,R,prav,evil
2339,R,human,"humankind, man, refined"
2341,R,"infer, infern, infern(o), infra","underneath, lower, below; hell, the underworld"
2342,R,proselyt(e),"stranger, sojourner, convert"
2343,R,"sepulch, sepulchr","grave, tomb"
2345,R,"robor, robust","oak, strength, hard, firm"
2346,R,"fri, frict","to rub, fray, break apart"
2347,R,oti,"leisure, idle"
2348,R,"pact, pag, pal, patch, peas, ping, pol, vail, vel","to fix, drive in, set; stake, rural area marked by stakes"
2350,R,"penanc(e), penitent, penitenc(e), pent","regretting, repenting"
2351,R,tal,"of such kind, of same kind"
2352,P,es,out of
2353,R,"cap, cap(e), chap","hood, hooded cloak"
2355,R,"eido, ide, ideo, ido, idol, idyll","appearance, form, shape, idea; image, likeness, phantom, specter"
2357,R,thec,"box, chest, receptacle"
2358,R,liv,"to be bluish, to be envious"
2361,R,torp,"to be stiff, numb, lethargic"
2362,R,"cav, curb, curv, curv(e), varic","bent, curved, grown awry"
2363,R,"join, joind, joint, jost, joust, junct, just, juxta","attach, join, next to, close, form a link"
2365,R,"modul, mold","standard measurement unit, small measurement, model"
2371,R,"alacr, allegr","quick, lively, eager"
2372,R,iter,again
2373,S,ulant,"rich in, full of"
2374,R,"veter, veterin","old, long-standing, beasts of burden"
2375,R,"fawn, fec, femin, fem(me), fet","woman, fruitful, pregnancy, unborn offspring"
2376,R,mit,"soft, mellow, mild"
2379,S,urnal,active during a given period
2380,R,"di, di(s), journ","day, pertaining to the day, daily"
2382,P,at,"to, toward, at"
2385,R,sordid,"dirty, shabby, mean, vile"
2386,R,cyn,"dog, dogs"
2388,R,"groc, gross","large, bulky, thick"
2389,R,"tuit, tut, tut(el)","protect, look after, keep safe, catch sight of"
2390,R,"pur, pur(e), purg, purgat, pur(i)","clean, pure, spotless; to clean, make spotless"
2391,R,milit,soldier
3843,R,"sti, sti(ps)",small payment
3785,S,inate,"to, to make, to do"
2395,R,"panach, pen, pin, pinn","feather, tuft of feathers, wing, peak, point"
2396,S,manship,art or skill
2397,S,ied,state of being
2400,R,"vibr, vibrat",shake
2401,R,"stinct, tinct, ting(u)","pierce, prick, quench"
2402,S,iastic,"pertaining to, having the nature of"
3647,S,itage,that which
2404,R,nomad,roam about for pasture
2405,R,op,plant juice
2406,R,hero,"protector, hero"
2407,S,ine,feminine
2409,R,"feu, few, focus, foy, fu, fus","hearth, fireplace, fire"
2410,R,"nour, nutr, nurt, nutrit","nourish, foster, bring up, suckle"
2411,R,facil,easy
2412,R,"bas, bas(e), bass","low, short"
2413,R,"sat, sati, satir, satis, satur","enough, full, sated, rich"
2415,R,"beast, besti",beast
2416,R,"ed, ed(i)","temple, house"
2418,P,"tr, tra","across, through, over, beyond"
2419,R,bark,"small ship, barge"
2421,S,ilious,"like, pertaining to"
2423,R,"caj, cav, cav(e), coy, gaol, jail","hollow, dungeon, cage, coop, hive"
2424,R,"tow, turr",tower
2426,R,"car, charit, cher",dear; affection
2430,R,"hypno, hypno(t)","slumber, sleep"
2435,S,ina,female
2436,R,"por, porc, porc(u)","hog, pig"
2437,R,pine,"thorn, backbone"
2438,R,"emul, imag, imagin, imit","image, likeness, copy, comparable with"
2439,R,"main, main(d), man, mans, men, mn","stay, remain, persist, shelter, house"
3581,S,eries,items which
2441,R,govern,"guide, steer the ship"
2442,R,"urg, urg(e)","press onward, press forward"
2444,R,hesit,be stuck
2445,S,ivate,"to, to make or to do"
2446,R,"saf(e), salv","secure, safe, healthy, unharmed"
2447,R,"colon, column, culmin","projecting object, top, summit"
3855,S,iot,that which is greater
2449,S,ery,place for
2450,R,"pont, ponti",bridge
2451,S,oon,"like, pertaining to, characterized by, that which"
3620,S,ible,"deserving to be, worthy of, quality of"
2456,R,"insul, insul(a), isl, isol",island
4274,S,inger,state of
2458,R,"nem, nom","distribute, dole out, allot, manage, apportion one's due"
2459,R,front,"forehead, foremost part"
2460,S,ageous,"nature of, result of, state of, quality of"
2461,R,"paup, pov(er)",poor
3825,R,cyto,"container, vessel"
2465,S,iful,"full of, having the quality of"
3579,S,ished,having a state of
2467,P,ab(o),"away, from, by, off"
2472,R,"carb, carbo, carbon","charcoal, glowing coal"
2473,S,uret,"(indicates) chemical compound, combining, mixing"
2474,P,am,"to, toward, at"
2478,R,epistem,"knowledge, know; understand; believe"
2480,S,iation,"act of, state of, process, result of doing something"
2484,P,el,"in, into"
2485,R,"lips, lips(e), lipt",to leave
2487,R,"heres, heret",choose
2488,R,"ratio, ration, raign","calculation, reason, judgment, method"
2489,R,cler,"clerk, clergy"
2490,R,"bra, brac, brac(e), pretz","arm, upper arm, short"
2491,R,"odi, odor, odor(i)",smell
2492,R,"pois, pot",drink
2493,R,nihil,nothing
2495,R,"tuber, tuber(c), tum, tumult","lump, swelling, disturbance, uproar"
2496,R,fasc,"bundle, rod of power, magistrate"
2497,P,em,"out of,  from"
2498,R,steno,narrow
2754,S,ics,(forms plural noun)
2755,R,"od, ode","way, road, journey, a going"
2505,S,atious,"state of, quality of, inclined to"
2508,S,"as, ass",make
2510,R,fi,"make, do, accomplish"
2511,S,sm,"practice of, condition of, behavior of"
2513,R,"audac, av, avar","eager, anxious, desire, yearn for; miser, hoarder of money, bold, daring"
2514,R,ardu,"steep, difficult to reach"
2515,R,calamit,"disaster, injury"
2516,R,"dexter, dextr",right
2517,R,"triev, triv, trop, trop(h), trop(os)","turn, change, direction, way, manner"
2518,R,ud(e),sweat
2519,S,arious,"like, pertaining to"
2520,R,len,"mitigate, allay, ease; smooth, soft, calm"
2522,R,"cand, candid, chand, cend, cens","white, shine, hot, clear, unambiguous, set fire to"
2525,S,ery,"quality or condition, that which"
2528,R,fortuit,"happening by chance, accidental"
2529,R,histrion,"actor, stage-player"
2530,R,"ir, irasc, irat, irrit, irritat","anger, to become angry, provoke, annoy, excite"
2644,R,"ceil, celest",sky
2533,R,"pater(n), patr, patri, patro, petr, patt","father, fatherland, guardian, protector"
2534,R,"flagr, flam, flam(b), flamm, phlegm","burn, flame, heat, inflammation, body fluid"
2536,R,"timb, typ, typo","drum; to beat; blow, impression, form"
2537,R,"phob, phobia","fear, abnormal fear of"
2538,S,tim(e),close association with
2540,S,it,"state or quality, that which, one who"
2541,R,lat,"to lie hidden, lurk"
2542,R,"tail, tall","allot, cut to shape; a cutting, stick"
3188,R,"frig, friss",to be cold
3761,R,alis,sheath
2546,R,ali,other
2547,R,clan(d),"secret, stealth"
2550,R,"crav, crev, crep","burst, crack, rattle, break"
2553,R,olig,"few, little"
2554,R,"mer, mere, meric, merit","earn, gain, deserve, worthy, share, part"
2556,S,ocracy,"rule, government, power"
2643,R,brief,short short
4264,R,"uirr, uro",tail
2559,R,"crin(o), cris, crit, crit(e), crit(ic)","judge, separate, decide"
2563,R,"mall, malle, maul","hammer, to hit with a hammer, to shape"
2564,R,nug,"trifling; useless, worthless"
3881,R,serr,saw
2567,R,glori,"honor, praise"
2569,R,chondr,"grain, granule, cartilage"
2570,S,iac,"of or connected with, pertaining to, one who"
2572,R,"pest, pesti, pesti(l)","pest, rascal, plague"
2573,R,"realm, rect, reg, regim, reign, rex, regn, rig, roy, rul ","government, right, rule, control, guide, straight, standard"
2578,R,subter,beneath
2579,R,inchoat(e),to begin
2581,R,mur,wall
2582,R,"vein, ven","blood vessel, channel"
2584,S,is,"state, quality, that which"
4292,S,eating,causing
2586,S,uscle,small
2587,R,"palat, palat(e)",sense of taste
2588,R,gamut,scale of medieval musical notes
2589,S,esimal,small
2590,R,debil,weak
2591,R,"cad, cay, chanc, cas, cas(c), cas(u), cid, cheat, chut ","fall, die, happen"
2592,R,lapid,stone
2593,P,en,"out, not"
2594,R,"nerv, neur","sinew, vigor, determination; tendon, nerve"
3646,P,tram,three
2597,P,so,"under, until"
2598,R,"sourc(e), surg, surrect","rise, get up"
2599,R,"se, sed","without, apart"
2600,R,seb,"grease, tallow"
2601,S,aceous,resembling
2602,R,"therap, therapeut","treat medically, heal"
2603,R,ungu,"to annoint, smear with oil"
2604,R,"tox, toxic, vir",poison
2606,R,"plaud, plaus, plod(e), plos","applaud, clap, strike, beat"
2609,R,ol,to smell
2610,R,"sag, sag(e), sap, sav, sav(v), sip","taste, wise, judicious, keen perception"
2611,R,"calumn, calumni, challeng","to contrive false accusations, find fault"
2612,R,"stig, stigma, stigmat","prick, rouse, incite, mark, brand, tatto"
2614,R,"jeo, jew, joc, jocul, jok, jugg","jest, joke, little joke, tricks, child's play, game"
2616,R,adulat,"to fawn upon, flatter"
2617,R,bland,"flattering, pleasant"
2619,R,syco,fig
2620,R,laparo,the abdominal wall or a part of the abdomen
2621,R,lobo,"lobe of the ear, vegetable pod"
2623,R,meri,"middle, in the middle"
2626,R,pat,"walk, way, path"
2627,R,carcer,"prison, jail, enclosed place"
2628,S,ivist,a person who
3769,S,ain,"to, to do"
2632,R,"pale, pall","be pale, fade"
2633,R,pauc,few
2635,P,pro(d),"away, forth from its place"
2636,P,re(d),"back, again; intensely"
2638,R,"scind, sciss","split, cleave, tear apart, cut"
2641,R,squal,"filthy, unkempt"
2648,R,"val, wall","rampart, palisade, barrier"
2651,S,"ier, iere","one who, that which, quality of, characteristic of"
2652,R,sphinx,riddling she-monster outwitted by Oedipus
2653,R,vil,"contemptible, mean, base"
2654,R,spuri,"illegitimate, false"
3950,S,iasm,that which
2659,R,"calc, culc","tread underfoot, track, press; heel"
2666,R,"meditat, meditat(e)","reflect upon, muse over, ponder"
2667,R,"velt, vuls ","pluck, pull out, stretch, tear up"
2668,R,lucr,"gain, profit"
2671,R,"atr, atri","fire, black (from smoke), frightful, cruel"
2672,R,"can, kenn",dog
2675,S,icle,of or relating to
3926,S,"tric, trix",female
2682,R,tabl,"board, plank, slate"
2683,P,"tra, tre",three
2684,R,l(l)is,thread
2686,P,ob,over
2687,R,"ed, es",eat
2688,R,brut,"heavy, stupid, dull, fierce, savage, cruel, inhuman, unfeeling"
2689,R,fel,cat
2692,R,dictat,"recite, order"
2693,S,ated,having a particular state or thing
2694,R,palati,"Palatine hill, Roman imperial residence"
2695,R,"pair, pejor, pessim","worst, diminish, weaken"
2697,S,and,"that which is to be, one who does something"
2699,P,anni,"year, yearly"
3993,S,istic,"chracterized by, relating to"
2701,S,uary,"of or relating to, that which"
2702,R,"or, ort","rise, begin, be born"
2703,R,opt,"wish, choose"
2704,R,"mask, masq","mask, witch, specter"
2711,R,"rar, rar(e)","loose-knit, spaced thinly, scattered"
2712,S,"uat, uate","to, to make or do"
2720,R,var,"bent, grown awry"
2721,R,esoter,"more within, interior"
2722,R,canon,"rule, straight rod, standard"
2723,R,ubiqu,everywhere
2724,S,itous,of the nature of
2731,S,ural,"like, pertaining to"
2733,S,iance,state or quality of; action
2738,R,"coast, cost","rib, flank, side"
2744,R,inan(e),"empty, vain"
2747,R,tep,lukewarm
2748,R,"farc, farc(e)","to stuff, cram"
2749,R,interpret,to explain
2752,S,ics,"study of, knowledge of, process of, condition of, science of, place"
2758,S,ism,"belief in; name of system, science of"
2759,R,"phec, phem, phes, phet","speak, speech, saying"
2761,S,ot,one who
2762,R,"istl, stl, stol","to set in order, send, letter, message"
2764,R,"chur(ch), Kyrie","lord, master, lord's house"
2765,R,"fend, fens, fens(e)","ward off, strike, displease"
2766,R,"fruct, frug, fruit","bear fruit, enjoy, profit by; thrifty"
3929,S,om,that which
2776,R,"macul, mail, mel","spot, stain, mesh, net"
3059,S,ament,"quality of, state of, that which"
2775,S,ry,"place for, pertaining to"
3063,R,potam,river
3062,R,"hippo, ipp",horse
3061,R,"obed, obei(s)","listen to, submit to"
3735,R,"mascul, male",a male
2794,R,norm,standard
2795,R,"lud, ludicr, lus","play, performance, game; to play, make fun of, trick"
2798,R,"batho(s), bysm, byss","deep, depth, bottom"
2799,R,"lysis, lys(t), lyt, lyz(e)","loosen, destroy, dissolve"
2806,S,clast,to break
2807,S,imate,full of
3704,S,al,"tending to, motivated to, having"
2811,S,ience,"quality of, state of"
2815,R,"prol, prolet, prol(i)","offspring, progeny"
2816,R,"loin, long, longi, loung, loung(e), lung(e)","long, stretched out, far"
3548,S,oriety,"quality of, state of"
2818,R,ancill,"slave girl, handmaid"
2819,S,o,"colloquialism, friendly slang"
2820,R,"gust, gust(o)",taste
3624,S,fully,manner of 
2824,R,cast,"throw, send, fling"
2825,R,fisc,"purse, treasury"
2829,S,icade,product of
3912,S,es,that which
2967,R,cham(e),on the ground
2838,R,hegemon,leader
2840,R,"camar, chamber, comr","room, chamber"
2842,S,erie,"state of, quality of"
2843,R,"ed, mel, melo, melod, mer, od","song, sing"
2844,R,"font, found","pour, melt, fuse, spread out"
2845,S,anda,things to be
2849,R,cert,"compete, strive, contend, fight"
2851,R,truc,"ferocious, grim, savage"
2852,R,"relat, relat(e)","to bring back, return, tell of"
2855,R,lanc,"dish, plate; one of the scales of a balance"
2856,R,trag,goat
2858,R,"pector, pet","chest, breast"
2859,R,"member, membr","limb, part"
2860,R,"ebri, ober, obri",drunk
2861,R,hent,"doer, worker"
2863,R,hon,"honor, esteem, repute"
2864,S,izer,that which causes to become
2868,S,ulate,"to, to make, do"
2869,P,acu,"sharp, point, needle"
2870,R,"cali, calli, kal",beauty
2871,R,"camp, champ","plain, field"
2872,S,aign,"pertaining to, characteristic of, that which"
2873,R,"court, curt, hort, horti","enclosed yard, courtyard, garden, retinue, group of people"
2875,R,"noct, nox, nyct, nycto","night, darkness"
2876,S,ulation,"act of, state of, process, result of doing something"
2878,P,pil,beyond
2879,R,gri(m),"field, country"
2880,R,balm,spice
2881,R,"arteri, arterio, artery, eor, eor(o)","raise, lift; windpipe, artery that lifts the heart"
2884,S,taneous,"pertaining to, resembling"
4284,P,micro,small
2888,S,uance,state or quality of; action
2890,R,"cast, cast(e), cest, chast, chast(e)","pure, without stain; punish"
2891,R,"beau(t), bell","pretty, handsome, charming"
2895,R,demon,"spirit, divine power"
2898,R,"plor, plor(e)","weep over, wail, cry"
2929,R,nostr,our
2905,P,in,"in, into, on, onto, upon, to, toward, make"
2907,S,in,chemical ending
2908,S,iosity,"quality of, state of, act of"
2909,R,"myst, myster","one who has been initiated; secret doctrine, secret rite"
3895,R,"pleb, pleb(e)","the common people, the multitude"
2913,S,os,"full of, having"
2915,P,neg,not
2916,R,"flict, flig",strike down
2922,R,cha,"infinite space, infinite darkness"
2923,S,icate,"to, to make"
3145,R,verm,worm
2925,S,ee,"pertaining to, resembling, that which"
2926,R,uxor,wife
2927,R,fav,"well-disposed towards, support"
2928,R,"invit, vie, vy","to entice, incite"
2931,S,itic,"like, pertaining to, characterized by"
2933,S,ivism,"practice of, condition of, behavior of"
2934,R,"toast, torr","parched, burning, boiling, roaring"
3173,S,ially,manner of
2944,R,"pred, pree, prey","booty, spoils, plunder"
2946,R,"fauc, foc","entranceway, throat"
2947,R,"antic, antiqu, antiqu(e)","old, former, ancient"
2951,R,hedon,pleasure
3723,R,trib,"rub, thresh, pound "
2954,R,miasm(a),pollution
2955,R,bil,"anger, ill temper, spleen"
2956,R,"fragr, flair",emit a scent
2957,R,"pom, pom(e), pom(m), pum(m)","apple, fruit"
3567,S,atorial,"relating to, pertaining to"
2960,R,surrect,"rise, get up up"
2962,R,tabern,"inn, shop, hut, hovel"
2963,R,"vign, vin, vin(t), win","wine, vine, grapes used to make wine"
2965,R,"bev, bib(e)","drink, absorb"
2966,R,jan,"door, gate, endings and beginnings"
2968,R,"leo, leon, lion",lion
2969,P,ob,"after, no longer"
2970,R,"am, amat, amor, amour","love, find pleasure in"
2971,R,stup,"become amazed, be brainless"
2972,S,efy,"make, cause"
2973,P,cor,"thoroughly, completely"
2974,R,"quarr, quer","complain, protest"
3890,S,ery,act or practice
2978,R,scurr,"jester, buffoon"
2979,R,still,"drop, drip"
2980,P,archaeo,"ancient, primitive"
2981,R,"initis, itis","disease of, inflamation of"
2982,R,"caps, capsul","container, chest"
2983,S,ule,"small, little"
2984,R,"dec, decor","adorn, grace, glorify; suitable, proper, graceful"
2985,S,enda,those which are to be
2987,R,stult,"stupid, foolish"
2988,R,terti,third
2992,R,frustr,in vain
2998,R,stagn,a pool of standing water
2999,R,"part, parti(s), partit","divide, part, side"
3915,S,lain,a person or thing of a specific kind or origin
3001,R,nost,a return home
3003,R,"cask, cuss, quas(h), scue","shake, strike, shatter, beat upon, drive away"
3005,R,"al, al(i), al(ma), al(umn), ol, olesc, esc, ult","begin, grow up, nourished, mature"
3008,R,"lacerat, lacerat(e)",tear to pieces
3009,S,itive,quality of; that which; inclined to
3011,R,manat,"stream, spread, flow"
3012,R,"de, di, div, jov, Jul, Juli, Jupiter, Zeus","divine, god, Jupiter, Zeus"
3013,S,inity,"quality of, state of, act of"
3014,P,super,"over, above, beyond"
3064,R,"sol, solemn, solid","solid, whole, firm, established, formal, customary"
3056,R,sto,painted porch
3021,R,"feebl(e), foibl(e)","lamentable, doleful, pathetic"
3024,R,gree,crane
3031,R,"liqu, lix","to flow, to be liquid, extensive, lengthy"
3032,R,"famil, famili","household, personal group"
3034,R,hermetic,alchemical
3036,R,veloc,"fast, swift"
3039,S,sy,act of
3041,R,"lax, leas, leash, lish, lush","slack, loose, open, undo, take one's ease"
3058,R,"aroma, aromat",any spice or sweet herb
3971,S,etum,garden or woods
3054,R,"roist, rur, rus, rustic","country, rough, coarse"
3055,R,"clan, plan, plant","sole of the foot, sprout, offspring"
3067,P,am,in
3068,R,"bouqu, boe, busc, bush","bush, wood"
3070,R,"mus, muscul","mouse, muscle, mussel"
3071,R,myth,"tale, story, legend"
3072,R,stomach,"mouth, gullet, throat, opening"
3074,S,iant,"state of, characteristic of"
3075,R,"person, person(i)","mask, role, character"
3076,R,appeal,"to call upon, entreat"
3077,R,"marvel, mir, miracl(e), miracul, mir(r)","wonder at, admire; amazing circumstance, marvel"
3081,R,seri,"grave, earnest"
3085,R,"germ, germin, gnant","sprout, bud, shoot, birth"
3087,S,ado,"state of, that which"
3089,R,"grad, gred, gree, gress","step, move, go, degree"
3090,S,ulty,"state, condition or quality"
3092,R,cant,"corner, lip of a jug"
3093,R,"carc(e), cerpt","select, pluck, pick, seize"
3098,R,rug,"wrinkle, crease"
3099,R,strenu,"active, vigorous"
3100,S,endous,to be
3101,S,anean,characteristic of
3102,R,"pneumat; pneumon, pulmon","air, breath, spirit; lung"
3104,S,uity,"quality of, state of, act of"
3105,P,"enter, entre","between, under"
3107,R,"ment, minisc","mind, wisdom, advisor"
3110,R,obscen,"filthy, indecent, lewd"
3115,R,tantal,always thirsty and hungry
3116,R,saliv,"taste, spittle, appetitie"
3117,R,men,"house, abode"
3119,R,file,"tread, stamp on"
3121,S,ix,"a, that which"
3122,R,vicin,neighbor
3124,R,pharmac,"remedy, drug"
3127,P,sur(ro),"over, above, more, beyond"
